id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL,source_file,combined_timestamp
1324,@KDVR Why do they all look like they’re coming down with the flu?,https://x.com/DoctorGonzo__/status/1852166809740353872,tweet,Doctor Gonzo,@DoctorGonzo__,Mars HQ,@KDVR,,0,0,0,2,95,0,2024-10-31 18:52:33,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1325,"@_APWK_ I would write at the bottom of that page: ""... EXCEPT if your doctor is... _____________!  I would fill in the blank &amp; add a phone number of the doctor who does not require flu shots.",https://x.com/Geminifty/status/1852150713045897554,tweet,Ginny LR - Rate MDs,@Geminifty,"Santa Fe, NM",@_APWK_,,0,0,0,0,6,0,2024-10-31 17:48:35,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1326,@_APWK_ Make a stink with the doctor and make sure they 100% know why I'm never setting foot in their clinic again. 90% of flu shots sold in America have thimerosal and all of them have aluminum. Not safe. Not effective. First do NO HARM!!,https://x.com/CrunchyMurphy28/status/1852150271847346633,tweet,Alison Murphy,@CrunchyMurphy28,,@_APWK_,,0,0,0,0,9,0,2024-10-31 17:46:50,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1327,Have the flu- fever just spiked now a day after doctors visit. Using this as a PSA that the flu is awful this year and EARLY! 🤧 🤒,https://x.com/Becca24601a/status/1852146733322498448,tweet,❤️🐍 Becca 🎭 🍂🍁,@Becca24601a,"Elysium Planitia, Mars",,,0,0,0,0,13,0,2024-10-31 17:32:47,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1328,"@BlairZingle @FionaMattatall That might work but I can't say. I'm not a doctor. 

The important thing is to get your flu vaccine!",https://x.com/Seameritt/status/1852144086322499644,tweet,Nadine + Nelson | Bunnies but make them scary,@Seameritt,"Edmonton,AB","@BlairZingle,@FionaMattatall",,1,0,0,13,156,0,2024-10-31 17:22:16,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1329,"@Sarah_Katilyn Don't forget...
""Tells the doctor 'the flu vaccine makes me get the flu'.""",https://x.com/TradingIsFunny/status/1852141720466559191,tweet,Trading Is Funny 😂,@TradingIsFunny,The Future,@Sarah_Katilyn,,1,0,0,1,13,0,2024-10-31 17:12:51,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1330,Millions of babies die from the flu EACH YEAR. tf outta here no doctor has ever said getting vaccinated while pregnant was bad it’s recommended for antibodies tf be wrong with yall who never even been in any medical field….,https://x.com/dojafoxx/status/1852139732706140506,tweet,fox.,@dojafoxx,,,,0,0,0,0,30,0,2024-10-31 17:04:58,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1331,"@MattSiniscalchi @Redleg_92 Because it does help. We just had the record for pediatric flu deaths I believe. It’s only 200 in US. 

But that’s still preventable deaths. 

I think it’s handled well by doctors. They encourage it. Not required. But really encourage for higher at risk kids.",https://x.com/stevemagness/status/1852121055835357629,tweet,Steve Magness,@stevemagness,"Houston, TX","@MattSiniscalchi,@Redleg_92",,3,0,0,0,36,0,2024-10-31 15:50:45,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1332,"@KandissTaylor To all of the rabid haters, the covid shots are on #10 I think. Are you ""fully"" vaxed? There is a new combo covid/flu mRNA vax out. You might want to check into it. Ignore everything doctors with everything to lose and nothing to gain have to say about the subject. Or find Jesus!",https://x.com/faithful_nugget/status/1852119893124014181,tweet,Faithful Nugget,@faithful_nugget,"Georgia, USA",@KandissTaylor,,0,0,0,0,18,0,2024-10-31 15:46:07,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1333,I agree! The doctors I used to work 4 ordered D dimers 2 check on clotting. The lady is right if you've had the VAX or even the recent flu shots where they mix them in go get a D dimer. The sooner you know the better you can deal with it. Read @P_McCulloughMD a virologist. ‼️‼️‼️,https://x.com/MynameisAmy7/status/1852114629834465462,tweet,Amy😃 we’re in a grand solar minimum,@MynameisAmy7,"Texas, USA",@P_McCulloughMD,,0,0,0,1,20,0,2024-10-31 15:25:13,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1334,Adults with certain chronic conditions are at higher risk of developing serious complications from flu. https://t.co/04of9Dq8wJ https://t.co/zJspyHNJHC,https://x.com/MegaDoctor/status/1852105759774884023,tweet,Mega Doctor News,@MegaDoctor,"McAllen, Texas",,,0,0,0,0,3,0,2024-10-31 14:49:58,https://pbs.twimg.com/media/GbQAXz0XsAAVe96.jpg,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1335,"Hey, Democrats.  

Covid turned out to be no worse than the flu. Like the flu it only affected the very old, very sick, or morbidly obese. 

Yet, the alleged ""vaccine"" itself was worse than the noveau-flu; because it affects EVERYONE who took the jab.   

#Plandemic 

https://t.co/7WKEsHQXwt",https://x.com/Ram0n_Argila/status/1852104610246209841,tweet,The Information Doctor!,@Ram0n_Argila,"Where ever I am, טקסס ",,#Plandemic,0,0,0,0,4,0,2024-10-31 14:45:24,https://pbs.twimg.com/media/GbP_UxHW8AAxbDP.png,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1336,"Hey, Democrats.

Covid turned out to be no worse than the flu. Like the flu it only affected the very old, very sick, or morbidly obese. Yet, the alleged ""vaccine"" itself was worse than the noveau-flu; because it affects EVERYONE who took the jab. 

#Plandemic

https://t.co/7WKEsHRvm1",https://x.com/Ram0n_Argila/status/1852102772214370386,tweet,The Information Doctor!,@Ram0n_Argila,"Where ever I am, טקסס ",,#Plandemic,0,0,0,0,9,0,2024-10-31 14:38:05,https://pbs.twimg.com/media/GbP9n8nWEAAw6Ta.png,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1337,"It’s that time of the year, when our kids are back in school, the air gets a little colder, and people start to feel a little under the weather. To avoid the seasonal flu and COVID-19, I encourage all Coloradans to get safe and doctor-approved vaccines if you choose to. https://t.co/7aaHLFcnvX",https://x.com/GovofCO/status/1852100839445352741,tweet,Governor Jared Polis,@GovofCO,"Colorado, USA",,,171,12,12,135,14984,2,2024-10-31 14:30:25,"https://pbs.twimg.com/media/GbP75GWXIAEZWx3.jpg,https://pbs.twimg.com/media/GbP749JWIAAR3xa.jpg,https://pbs.twimg.com/media/GbP74-kXQAAESMv.jpg",,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1338,"@stkirsch Just last week, my doctor asked 2X if I wanted the flu shot &amp; the covid jab. The nurse asked 1X. You'd think by now they would know my answer. You would think they can't read!!",https://x.com/GYC55/status/1852096856769364122,tweet,Gwen,@GYC55,Cali native ,@stkirsch,,0,0,0,1,29,0,2024-10-31 14:14:35,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1339,"@realitybased111 @bbleepcun1960 @harryfisherEMTP @Moore22K @DrJBhattacharya @ZelenkoZev @drsimonegold @DrJamesOlsson @RealAlexJones @P_McCulloughMD @stkirsch @PierreKory So you think nurses should just do what the doctor says and follow orders blindly?  Shit dude, I think you were born in the wrong decade and the wrong country.  Have fun at your next booster, RSV and flu shot appointment.  ☠️",https://x.com/BrianOSheaSPI/status/1852093449966624787,tweet,Brian O'Shea,@BrianOSheaSPI,On the Trail of Traitors,"@realitybased111,@bbleepcun1960,@harryfisherEMTP,@Moore22K,@DrJBhattacharya,@ZelenkoZev,@drsimonegold,@DrJamesOlsson,@RealAlexJones,@P_McCulloughMD,@stkirsch,@PierreKory",,0,0,0,1,6,0,2024-10-31 14:01:03,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1340,"The Centers for Disease Control and Prevention says flu activity remains low nationally; however, doctors say flu shots are readily available and people should take advantage of them now.  https://t.co/I4SSn30Op1",https://x.com/SPECNews1ROC/status/1852093205266800939,tweet,Spectrum News 1 ROC,@SPECNews1ROC,"Rochester, NY",,,0,0,0,0,361,0,2024-10-31 14:00:05,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1341,@WeAreCanProud It is a farce remember real not paid for by government doctors says your Covid was a flu and the shot Is poison,https://x.com/Mommator987/status/1852092616008998928,tweet,Carrie Ewen,@Mommator987,,@WeAreCanProud,,0,0,1,1,6,0,2024-10-31 13:57:44,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1342,You know what’s scary? Muscle and body aches from flu. Flu can be more dangerous for children than a cold. Talk to your child’s doctor about a vaccine to help tame flu’s wildest symptoms and speed recovery if they do get sick. Find out more about symptoms at https://t.co/ST4e3tfMSG,https://x.com/CDCFlu/status/1852092005460893900,tweet,CDC Flu,@CDCFlu,"Atlanta, GA",,,2,1,5,10,2019,1,2024-10-31 13:55:18,https://pbs.twimg.com/media/GbPz2FSXAAAfGnk.jpg,https://video.twimg.com/amplify_video/1852091940285603840/vid/avc1/720x720/LYo3jRJNuXc8-b7f.mp4?tag=14,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1343,"@CovidSolidarit1 Had a bad virus more flu like but it lasted much too long and then the after reactions for two moths including viral arthritis, cough, extreme blood pressure incidents and extreme fatigue. Both my doctor and I reckoned it was COVID despite negative tests throughout.",https://x.com/RoseDHart/status/1852091559686107310,tweet,Rosemary Hart,@RoseDHart,London UK,@CovidSolidarit1,,0,0,0,1,19,0,2024-10-31 13:53:32,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1344,@SweetSassinesss I am so sorry to hear that and get well fast! I remember having the flu a few years back and I could not even get out of bed I was so sick. My daughter had to help get me to the doctors. Sending prayers and love ❤️🙏🧡🎃,https://x.com/lisa619/status/1852087989171597632,tweet,Lisa Carpenter,@lisa619,Lake of the Ozarks,@SweetSassinesss,,1,0,0,1,3,0,2024-10-31 13:39:21,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1345,"I was watching a British reality show- Casualty 24/7 and a lady came in with the ""deadly"" flu.  The doctor was so concerned, but he had had his flu shot.  Then he went on to say that some doctors/nurses take Vit C but he's not sure if it works and I sat there astonished.  Then laughed and thought of how beneficial Oregano oil is, Vit C, Vit D, etc etc.  This is why and ^^ this is why I don't trust doctors.",https://x.com/OliverDngerclws/status/1852087215243026609,tweet,Oliver Dangerclaws,@OliverDngerclws,,@naomirwolf,,0,0,0,0,26,0,2024-10-31 13:36:16,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1346,@lasedlock Feel better soon! I went to the doctor’s office yesterday the flu and came home with 3 prescriptions! Travel safely! #GoDawgs,https://x.com/marylanet/status/1852085489563578857,tweet,Mary Lane,@marylanet,USA,@lasedlock,#GoDawgs,1,0,0,1,27,0,2024-10-31 13:29:25,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1347,"@EpiEllie You don't have no degrees. Stop making stuff. 
I have been in the medical field for 20 years and 9/10 doctors say COVID is just another flu.
Or are all these doctors wrong?",https://x.com/OIFvet08/status/1852080312093937723,tweet,OIFvet,@OIFvet08,UNITED STATES,@EpiEllie,,0,0,0,1,5,0,2024-10-31 13:08:51,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1348,"@JacquiDeevoy1 My brother had a stroke after his second jab, still has boosters and flu jab despite knowing it was the jab that caused his stroke and now a heart condition. He didn't like to say no to the doctor!!",https://x.com/girl_hch/status/1852075852617699478,tweet,Old_Girl,@girl_hch,,@JacquiDeevoy1,,6,0,5,48,1158,0,2024-10-31 12:51:07,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1349,Nobody is concern that these ignorant people have decided that they know more than doctors and scientists who have spent decades researching and eliminating some of these diseases?  Are we supposed to go back to the dark ages of the Spanish flu?,https://x.com/HelpmeJahRule/status/1852068387473727640,tweet,Morana saysWelcomeFall 🍁🍂,@HelpmeJahRule,,,,0,0,0,0,12,0,2024-10-31 12:21:27,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1350,"@IGAldoRaine @FraudWatch89 @RealCandaceO Do what your TV &amp; doctors tell you to do...what are they up to now, the 10th booster?

And the ""vaccine"" didn't stop people from getting or transmitting covid.

😂 

Go on now...I'm sure you're not QUITE up to date on those boosters! Obey.

Never vaxx'd. Never got covid or flu.",https://x.com/JessicaJL777/status/1852066909984034944,tweet,JessicaLanding,@JessicaJL777,"New York, USA","@IGAldoRaine,@FraudWatch89,@RealCandaceO",,4,0,0,0,60,0,2024-10-31 12:15:35,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1351,"I saw my doctor yesterday. All my blood work was great and she is shocked that my A1C result is what it is simply by making lifestyle changes. 

She offered me the annual flu shot.

She offered me a pneumonia vaccine. 

She tried to discuss the Covid vaccine I’ve still never once had. 

Then she offered a mammogram. 

I said “no” to every one of them. If she had pushed further, I’d have found a new doctor. 

See how that works? We decide.",https://x.com/victoriousellie/status/1852066391316201697,tweet,elle.,@victoriousellie,,,,22,2,9,146,2485,1,2024-10-31 12:13:32,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1352,"Went to my doctor today and he asked me if I got my flu shot. I said no. He asked, “Are you going to get it?” I said no. I’ll get the flu anyway because my wife works with 2 year olds. End of discussion. #justsaying #Flu",https://x.com/PeterFrostRev/status/1852062918151671866,tweet,Peter Frost,@PeterFrostRev,"Jackson, TN",,"#justsaying,#Flu",0,0,0,0,2,0,2024-10-31 11:59:44,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1353,Went to the doctor on Tuesday. My 3 month check in. While there got my enhanced flu shot. Coming soon going to my pharmacy for my Covid booster,https://x.com/StephanYawny/status/1852062071950578032,tweet,Stephan Yawny 🇺🇦,@StephanYawny,"Ontario, Canada",,,0,0,0,1,22,0,2024-10-31 11:56:22,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1354,"@elon_sapedo @rebeccabutlerm2 ? The NHS in the UK is still dishing them out for 'free' - taxpayer-funded death jabs. Anyone can get one, you just walk in, ask for it, and the 'nurse' or 'doctor' sticks it in you. A colleague at work had the 'flu jab' and the 'covid jab' together a week ago and now he's dying!",https://x.com/DeccaDouble/status/1852057402348310883,tweet,DoubleD,@DeccaDouble,Europe,"@elon_sapedo,@rebeccabutlerm2",,2,0,0,0,41,0,2024-10-31 11:37:48,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1355,"@EpiEllie Let me know when you have working vaccines for flu 🤡
How did you get this title doctor?
Comparing Covid to the desieses above absolute 🤡 show.",https://x.com/cocaracha/status/1852057305472471259,tweet,Angel D. Ivanov,@cocaracha,"Manilva, Spain",@EpiEllie,,0,0,0,0,13,0,2024-10-31 11:37:25,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1356,@fhqwhgads41185 @pot8um Exactly! I've never had a doctor wear one. Flu is contagious as well as Covid before symptoms are often felt.,https://x.com/Arr_Me_Matey/status/1852054543745384703,tweet,Sam,@Arr_Me_Matey,Wild Blue Yonder,"@fhqwhgads41185,@pot8um",,0,0,0,1,8,0,2024-10-31 11:26:27,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1357,"@_APWK_ I found something similar a few yyears ago and I told the doctor that the flu shots were causing spontenious abortion, he took his poster down the later it was back up. I don't go to him anymore he even became a c19 vax shoter. dr passanissi ..roma  how many has he killed?",https://x.com/CNoizez/status/1852053676007014785,tweet,хрис noizez,@CNoizez,along the river,@_APWK_,,0,0,0,0,11,0,2024-10-31 11:23:00,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1358,"@ginahens1 @kylenabecker Driven by the Kamala / Biden, we had 4 years to prepare!  They tested the markets with the random viruses “monkey virus” “bird flu” unsuccessfully thanks to @elonmusk @XNews allowing doctors to debunk the gravity fast. We know the tactics available, 🛑 IT, no excuses!",https://x.com/consumernarc/status/1852053620906430551,tweet,ana puig,@consumernarc,,"@ginahens1,@kylenabecker,@elonmusk,@XNews",,0,0,0,2,28,0,2024-10-31 11:22:47,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1359,Our doctor’s office called to reschedule our oldest’s well child visit and I was like “actually go ahead and cancel it”. I don’t need to hear that she needs a c*vid or flu shot,https://x.com/Miss_Elaineous/status/1852053183930994734,tweet,Alyssa🤞🏻,@Miss_Elaineous,,,,0,0,0,0,5,0,2024-10-31 11:21:03,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1360,"My child Hassan became sick today with the flu and chest infections. There are no treatments available and they are very expensive. I bought this antibiotic to suffice without showing him to a doctor.
help my baby hassan
https://t.co/XRb1cFLV1G https://t.co/BrKNkVoDjv",https://x.com/AbeerAskar24688/status/1852051386633998667,tweet,🇵🇸✌️ Abeer Askar,@AbeerAskar24688,,,,0,0,2,1,19,0,2024-10-31 11:13:54,https://pbs.twimg.com/media/GbPO67KakAQySTB.jpg,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1361,"@WallStreetSilv Covid.

Was literally the flu, now we have doctors doing tumor surgeries asking what Covid vaccine patients had.",https://x.com/Cryptoking/status/1852048933930803246,tweet,Crypto King,@Cryptoking,,@WallStreetSilv,,0,0,1,0,111,0,2024-10-31 11:04:09,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1362,"@_APWK_ Luiz, NO RIGHT for a doctor's office to require a FLU SHOT for pregnant mothers.

CHANGE to a DR who actually CARES about the Health &amp; Safety of NEW &amp; EXISTING Humans.",https://x.com/ChrissDavidson/status/1852046331377828097,tweet,Christine Davidson,@ChrissDavidson,CA USA,@_APWK_,,0,0,0,4,13,0,2024-10-31 10:53:49,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1363,"The U.S. doctors don't have H5 tests on hand at the moment. We need point-of-care reliable H5 tests. 

At present, they subtype some of the walk-in clinic or ER flu positives. But not all of them. They send the unsubtypable samples to the state for further testing. If the state gets a positive for H5, it is sent to CDC for confirmation. This clearly takes a while & is not ideal.",https://x.com/KinCONN/status/1852044528066130015,tweet,K-in-CT 😷😷😷,@KinCONN,,"@CanadaRod,@1goodtern",,0,0,0,1,9,0,2024-10-31 10:46:39,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1364,Can You Get Your COVID Booster and Flu Shot At the Same Time? Here's What Doctors Say  https://t.co/jSU78vbrFM,https://x.com/ParadeMagazine/status/1852043294626246907,tweet,Parade Mag,@ParadeMagazine,,,,0,0,0,0,87,0,2024-10-31 10:41:45,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1365,"@_APWK_ Find a new doctor. 
No vaccines should be given to pregnant women at any stage of their pregnancy. That used to be standard. The rest of the Public Health staff were to get the flu shots to help protect our pregnant clients.",https://x.com/deNutrients/status/1852043201072304532,tweet,"Jennifer Depew, RD",@deNutrients,USA,@_APWK_,,11,0,23,377,2220,1,2024-10-31 10:41:23,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1366,Anyone want to go with me bobbing for apples during flu season? https://t.co/CSfS9FRsFK,https://x.com/Drstevenhobbs/status/1852036923164160059,tweet,The Doctor,@Drstevenhobbs,806. 4616. 0110,,,4,0,0,3,168,0,2024-10-31 10:16:26,https://pbs.twimg.com/tweet_video_thumb/GbPBw09WIAA9lNR.jpg,https://video.twimg.com/tweet_video/GbPBw09WIAA9lNR.mp4,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1367,"@PierreKory @MidwesternDoc I remain unvaxxed and was always non-compliant with the Authoritarian biden/fauci regime fueled by the Wuhan flu panic. The Doctor is spot on. Then add to that big pharma TV advertising and presenting a new pill for any ache, pain or problem you might think you have.",https://x.com/bell70052/status/1852035706027147770,tweet,charlie bell,@bell70052,Alabama,"@PierreKory,@MidwesternDoc",,0,0,0,3,49,0,2024-10-31 10:11:36,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1368,"The Centers for Disease Control and Prevention says flu activity remains low nationally, however, doctors say flu shots are readily available and people should take advantage of them now.

 https://t.co/m8OZ2WB0IX",https://x.com/SPECNews1BUF/status/1852032823256924247,tweet,Spectrum News 1 BUF,@SPECNews1BUF,"Buffalo, NY",,,0,0,0,0,244,0,2024-10-31 10:00:08,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1369,"Cold and flu season is approaching, so I will suggest my remedy. Please note. I am not a nurse or doctor. I don’t even have a good bedside manner, but this works for me.
(And absolutely NO 🍍Jokes!) https://t.co/ql6zKqD3OU",https://x.com/SaskLass/status/1852025709880840441,tweet,SaskLass,@SaskLass,"Saskatchewan, Canada",,,57,2,31,161,3248,11,2024-10-31 09:31:52,"https://pbs.twimg.com/media/GbO3kQKXcAAsjk4.jpg,https://pbs.twimg.com/media/GbO3kQLWUAATXGX.jpg,https://pbs.twimg.com/media/GbO3kQJXEAA6aMA.jpg",,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1370,"If some1 you care about took 1 C0VID vax, just took a flu shot, decided they are now going to trust doctors bc they arent gng to ""mess around with their health"" but are also now experiencing shortness of breath and lower energy levels than their normal, what would you tell them?",https://x.com/roseysunlotus/status/1852012703889359222,tweet,Lauren Rose🕊️,@roseysunlotus,,,,0,0,0,0,9,0,2024-10-31 08:40:11,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1371,"#Flu shots aren't scary. They prevent millions of illnesses and doctor's visits every year. 

Learn more and make an appointment to get yours: https://t.co/Ia4ujjWIte

#HappyHalloween https://t.co/1n2sltfuVs",https://x.com/AllenCountyHD/status/1852002590269338032,tweet,Allen County Health,@AllenCountyHD,"Fort Wayne, IN",,"#Flu,#HappyHalloween",0,0,0,0,18,0,2024-10-31 08:00:00,https://pbs.twimg.com/media/GbOFJMEWQAADPXk.jpg,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1372,Doctors’ Science-Backed Tips for Getting Over the Flu Faster https://t.co/ofH1CQNOoq,https://x.com/PreventionMag/status/1852002211854704989,tweet,Prevention Magazine,@PreventionMag,"New York, NY",,,0,0,1,0,331,0,2024-10-31 07:58:30,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1373,"Going to the doctor tomorrow for the flu I got that not going away hopefully quick so I can get back to work. And another one an uncomfortable issue that I am still getting at 31 going 32. That's a little embarrassing., kind of worried what I might find out.",https://x.com/JoshuaMeyer69/status/1852001555903664508,tweet,Joshua Meyer🇿🇦,@JoshuaMeyer69,"Durban, South Africa",,,1,1,0,1,126,0,2024-10-31 07:55:54,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1374,"@echipiuk Do you find it surprising that doctors still recommend the shot? 
My neighbors boast about getting COVID boosted and getting the flu shot, and clearly have no idea what's in them.
See @Kevin_McKernan for details.",https://x.com/borncurious369/status/1852000597245141422,tweet,il curioso,@borncurious369,Earth,"@echipiuk,@Kevin_McKernan",,0,0,0,0,8,0,2024-10-31 07:52:05,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1375,i’m gonna grind sm tmmr i js went to the doctor and i have the flu ima be unreal by tmmr i promise,https://x.com/jcfnbr/status/1851998196253249924,tweet,jcshawn,@jcfnbr,"Miami, FL",,,0,0,0,0,54,0,2024-10-31 07:42:33,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1376,@DC_Draino Come on man there was no Pandemic! It was the FLU! The jab and doctors who put people on ventilators are what killed millions! This is disinformation. They faked a pandemic and murdered millions of people with their bio weapon! This is just a cover up to blame only one man.,https://x.com/churchofchop/status/1851998036022489115,tweet,Church of Chop,@churchofchop,Currently Arizona ,@DC_Draino,,1,0,0,0,42,0,2024-10-31 07:41:54,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1377,"@aus_mini Dr. Chris Shoemaker: As doctors, we have long known that flu vaccines are never effective. The efficacy of the COVID vaccine is even more negative, and the ""adverse side effects"" and ""adverse consequences"" of the COVID injection are all intentional. You are a very",https://x.com/Jefflee8084Lee/status/1851993680632070317,tweet,jeff lee,@Jefflee8084Lee,,@aus_mini,,0,0,0,0,104,0,2024-10-31 07:24:36,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1378,"If you have a mystery medical illness, share every single possible symptom you have, even if it seems unrelated 

One time I went to the doctor and they said it was just the flu and to just go back home. 

Then, just in passing, I mentioned that it hurt to pee. They immediately knew from that piece of evidence that it was much more serious and I should go to the hospital immediately. 

I ended up having to stay in the hospital for a week and if I had waited a few more days, I would have had to have surgery. 

The lesson I learned from this is to share all of your symptoms, even if they seem really unrelated. 

They might actually be related and the clue necessary to solve it.",https://x.com/Kat__Woods/status/1851989001168642477,tweet,Kat Woods ⏸️,@Kat__Woods,,,,0,0,0,13,378,0,2024-10-31 07:06:00,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1379,@evolve2exist @mylovedes2 Haven’t been in the doctors office since a Jit. No records of any annual physicals and bloodwork 😭,https://x.com/FuckEmWeBall23/status/1851983929885991333,tweet,FLU FLAMMIN 🤒,@FuckEmWeBall23,"La Pistola, USA","@evolve2exist,@mylovedes2",,0,0,0,0,70,0,2024-10-31 06:45:51,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1380,@mylovedes2 Men really be dropping dead cus they feel emasculated for going to the doctor? I don’t get it. Men do not like to get to the doctor. I’m not speaking for all but this man clearly is one I’m speaking about. Cardio and pulmonary disease is no joke. Health is wealth.,https://x.com/FuckEmWeBall23/status/1851983556970524764,tweet,FLU FLAMMIN 🤒,@FuckEmWeBall23,"La Pistola, USA",@mylovedes2,,0,0,0,0,13,0,2024-10-31 06:44:22,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1381,"@chasingray Prior to the ACA, I went to the Doctor for what turned out to be the flu, then my insurance found a way to refuse to cover the visit by finding a way to blame getting sick on my congenital heart condition. The absurdity of it still blows my mind.",https://x.com/Erokengo/status/1851979567314989169,tweet,The Waste of Time,@Erokengo,"Philadelphia, PA",@chasingray,,0,0,0,0,15,0,2024-10-31 06:28:31,,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1382,"I am currently in the hospital for an examination. All these days I had a very high fever and was very unwell. I passed the test for covid and flu, nothing. The doctor listened to me and heard nothing.

Now I'm sitting and waiting for ultrasound to check my lungs. https://t.co/aNdBvqaiGh",https://x.com/OlgaPatl/status/1851978168111923486,tweet,Olga Patlyuk 🇺🇦,@OlgaPatl,Ukraine,,,305,8,107,1419,14214,12,2024-10-31 06:22:58,https://pbs.twimg.com/media/GbOMUrtWgAAvbv1.jpg,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
1383,"Protect your child from the flu and keep them out of the hospital. Children 6 months to 17 years old who got a flu shot were up to 67% less likely to visit a doctor for flu, and up to 61% less likely to be hospitalized with flu last season. https://t.co/16mKTAbXjs #GetVaccinated https://t.co/fdbPkyFnkY",https://x.com/aboutKP/status/1851974961381900666,tweet,Kaiser Permanente,@aboutKP,"Oakland, Calif.",,#GetVaccinated,0,0,1,5,415,0,2024-10-31 06:10:13,https://pbs.twimg.com/media/GbOJadBXQAAo6Zs.jpg,,TwiBot-undefined-20241101_031420.csv,2024-11-01 16:35:38.823617
